0,1,2,3,4,5,6
238,"um castelo que, como quase todos no alentejo, vale pela vista. A vista e magnifica com planicies a perder de vista",3,positive,expoente maximo,maio,2015
239,Otimo passeio!,3,positive,passeios de balao,janeiro,2015
240,"Um passeio pela historia de Portugal, o Castelo de Beja e uma visita obrigatoria em Beja!",3,positive,hotel de expoente,abril,2014
241,A vista e simplesmente incrivel! Vale a pena percorrer cada corredor e cada escadaria do castelo!,3,positive,Vila,marco,2015
242,"Mas va com um tenis confortavel, a caminhada e longa!",3,positive,Gale,fevereiro,2015
243,Torre altaneira,3,positive,Clube,fevereiro,2015
244,"A mais alta e bela torre de menagem de Portugal. Avistada a quilometros quando nos aproximamos de Beja, vale a pena subir ao seu terraco e ver todo o Alentejo!",3,positive,Campo,janeiro,2015
245,Um castelo impunente onde a sua torre menagem e referencia nacional.,3,negative,Muitas,dezembro,2014
246,Uma visita a este local e certa de conter muitas historias para recordar no dia de amanha.,3,positive,herdades,novembro,2014
247,Melhor local do Alentejo para visitar. Com a maior e melhor torre de menagem de Europa. Optimo para um passeio familiar ou em casal.,3,positive,adegas,novembro,2014
248,Lindo castelo,3,positive,maximo,setembro,2014
249,"O pessoal nao fala muito de Beja, Mas gostei muito da cidade, em especial do castelo. Tem uma imponencia tremenda e uma vista muito ampla em dias limpidos, de sua torre central. Vale muito a visita.",3,positive,balao,outubro,2014
250,Pequeno mas divertido,3,negative,hotel,julho,2014
251,E um bom sitio para uma pequena e rapida visita.,3,positive,Castelo Beja,outubro,2014
252,O castelo esta bem arranjado e da para chegar ao cimo da Torre.,3,positive,torre menagem,agosto,2014
253,Castelo e Torre de Menagem muito interessantes,3,positive,Beja,agosto,2014
254,"O castelo e a torre de menagem merecem sem duvida uma visita. Da torre de menagem, bem imponente, pode-se apreciar uma vista bem agradavel sobre toda a cidade de Beja. E possivel chegar ate ao topo da Torre.",3,positive,Castelo,agosto,2014
255,E uma visita gratuita.,3,positive,menagem,maio,2014
256,Bonito castelo com vista imponente,3,positive,torre,outubro,2013
257,"Bonito castelo com vista imponente e gratuito, o unico ponto contra sera o acesso impeditivo a pessoas com deficiencia, mas sera dificil resolver.",3,positive,topo consevue-se vislumbrar,fevereiro,2014
258,Linda vista la de cima e gratis!,3,positive,peninsula i Erica,maio,2014
259,Entrada livre. Possibilidade de subir na torre e ter uma linda vista.,3,positive,torre menagem,janeiro,2014
260,No centro de Beja. Estacionamento a volta do castelo gratis.,3,negative,menagem da peninsula,agosto,2013
261,Torre de menagem imponente,3,negative,topo consevue-se,maio,2013
262,"As vistas do castelo para as planicies alentejanas sao um encanto. E cansativo, mas vale a pena subir ao topo da torre de menagem.",3,positive,consevue-se vislumbrar,abril,2014
263,Recomendo,3,positive,concelho de Beja,outubro,2013
264,Belo monumento.,3,positive,Beja,setembro,2013
265,Sabendo-se da sua existencia...porque sinalizacao nao existe...vale muito a pena visitar..muito bem conservado e rico em patrimonio historico...uma torre de menagem a valer o esforco de subir a 38 metros por escada..vista vislumbraste..,3,positive,Erica,agosto,2013
266,Uau!,3,positive,concelhos a volta,julho,2013
267,"Vista deslumbrante, espaco bem conservado, com algumas explicacoes interessantes. A subida a torre nao foi facil para as criancas mas adoraram a aventura.",3,positive,volta do concelho,dezembro,2012
268,Castelo mais lindo do Alentejo,3,positive,estrelas,agosto,2012
269,"Fui um diversos castelos e este e o mais bonito do Alentejo. Prepare-se lara subir os 180 degraus da torre, pois a vista e imperdivel!",3,positive,torre,outubro,2012
270,Uma ida ao Castelo,3,positive,menagem,maio,2012
271,Nao muito grande mas depois de admirar mais este monumento pode ver uma vista ampla e abrangente de Beja cidade.,3,positive,peninsula,agosto,2011
272,Bela Vista,3,positive,topo,setembro,2011
273,"Castelo muito bonito, com uma vista magnifica sobre a cidade e a planicie alentejana.",3,positive,consevue-se,maio,2012
274,Ideal tambem para quem gosta da Historia de Portugal.,3,positive,vislumbrar,agosto,2011
275,Torre de menagem do castelo,3,positive,volta,setembro,2011
276,"A torre foi restaurada e e possivel visita-la ate ao ultimo nivel, a vista e maravilhosa sobre a cidade de Beja e os terrenos que a circundam.",3,positive,concelhos,junho,2014
277,"Belissimo castelo, belissima vista",3,positive,Paragem obrigatoria,maio,2014
278,"Belissimo castelo, muito bem preservado. Vale a pena a subida a torre, custa um bocadinho mas a vista sobre a cidade e magnifica.",3,positive,Paragem,maio,2014
279,Consegui chegar ao topo do Castelo que tem uma vista magnifica dobra a cidade,3,positive,obrigatoria,abril,2014
280,Recomendo a todos aqueles que se interessam por historia alem disso esta muito bem conservado e a chegada ao topo temos uma vista deslumbrante sobre a cidade de Beja.,3,positive,obrigatoria em Beja,marco,2014
281,Visita historica,3,positive,Paragem obrigatoria,janeiro,2014
282,Bonito o local com optima vista. Recomendo a tem gosta de historia ou de uma bela vista... Da para ver Beja em toda a sua area....,3,positive,icone da cidade,setembro,2013
283,Fim de semana,3,negative,Beja,outubro,2013
284,"Visita agradavel com excelente vista panoramica da cidade de Beja e dos campos agricolas adjacentes, espacos cuidados e limpos. Torre de menagem muito bem cuidada.",3,positive,Paragem,maio,2013
285,Passagem por Beja,3,positive,cidade,junho,2013
286,"A visita a este castelo e imprecindivel. Tudo muito bem cuidado. Se tiver coragem suba a Torre. Sao 200 degraus, mas vale a pena pela vista.",3,positive,cimo da torre,marco,2013
287,Uma majestosa vista sob a planicie.,3,positive,obrigatoria,fevereiro,2013
288,"E a maior torre da peninsula Iberica, com uma vista majestosa sob a planicie.",3,positive,icone,junho,2012
289,Tem uma manutencao excelente e um bom posto turistico no local.,3,positive,castelo permite,abril,2012
290,Renovado castelo,3,positive,permite uma interessante,fevereiro,2012
291,Museu,3,positive,Museu,fevereiro,2020
292,"Bom. Um excelente local que conta parte da historia da cidade. Em minha opiniao, merecia uma melhora no visual externo. Mas vale uma visita sem sobra de duvidas.",3,positive,historia da cidade,novembro,2019
293,Baixo Alentejo,3,positive,cidade,agosto,2019
294,"Historia muito interessante, especialmente da Mariana Alcoforado",3,positive,merecia uma melhora,outubro,2019
295,So os Domingo nao pagamos entrada.,3,positive,visual externo,maio,2019
296,Sem duvida que carece de actualizacao.,3,positive,opiniao,agosto,2019
297,ponto obrigatorio,3,negative,merecia,setembro,2018
298,"Um dos locais mais bonitos e historicos da cidade. Uma envolvente interessante, perto da zona historica. Ideal para um passeio a pe",3,positive,externo,agosto,2019
299,A VISITAR APESAR DA PESSIMA ORGANIZACAO E FALTA DE INFORMACAO,3,positive,sobra de duvidas,maio,2019
300,"19 /10 / 2019.Tem um espolio muito consideravel, no entanto a organizacao, a iluminacao  e a falta de informacao e enorme",3,positive,excelente,julho,2019
301,Bom,3,positive,conta,julho,2019
302,"Muito a mostrar,mas nao sei porque encontra-se tanta desordem e falta de informacao.Poderiam explorar melhor a historia da cidade.Fecha para almoco,confira o horario antes de ir visitar.",3,positive,historia,agosto,2018
303,Conteudo inestimavel a precisar de melhor apresentacao,3,negative,duvidas,maio,2019
304,"A riqueza do patrimonio que existe neste museu e elevadissima, mas o espaco precisava de uma intervencao compativel com esse mesmo valor. Acaba por ser um mero deposito daquelas pecas e nao um moderno museu como deveria ser.",3,positive,melhora no visual,junho,2019
305,Obrigatorio,3,negative,melhora,maio,2019
306,Para quem visitar Beja este museu e um dos melhores edificios a visitar. E absolutamente fantastico o seu interior. Quem nao conhece fica abismado.,3,positive,visual,fevereiro,2019
307,Imperdivel.,3,negative,vale,fevereiro,2019
308,Historia,3,positive,visita,dezembro,2018
309,Permite conhecer a historia de toda a regiao proxima de Beja. Incluindo tambem uma boa galeria com a historia de Mariana Almoforado.,3,negative,sobra,novembro,2018
310,Lindo. Azulejos e a janela valem por si. Obrigatorio,3,positive,vale uma visita,novembro,2018
311,"Imperdivel , a historia mais romantica e bonita da cidade esta ali. Janela de Mariana , as cartas , os azulejos. Lindo",3,positive,visita sem sobra,outubro,2018
312,MUSEU LINDO E HISTORICO,3,positive,Alentejo,setembro,2018
313,"Antigo convento, com historias excelentes para conhecer a cidade e a regiao, sobretudo durante a ocupacao romana. Espolio de grande riqueza que merece ser apreciado (pelo menos) e interpretado. Excelente a igreja.",3,positive,Mariana Alcoforado,setembro,2018
314,Imperdivel!,3,positive,especialmente da Mariana,setembro,2018
315,"A identidade de uma cidade, de uma regiao e de um povo num museu unico, pela historia e pelo espolio que guarda!",3,positive,Historia muito interessante,maio,2018
316,Lindo,3,positive,Alcoforado,novembro,2017
317,Este museu e lindo!,3,positive,Mariana,abril,2018
318,"Antigo convento, a sua historia e encantadora. Os funcionarios terao todo o gosto em guia-lo e contar a historia que se esconde por detras da arquitetura.",3,positive,Historia,agosto,2017
319,Excelente visita guiada sobre ocupacao romana,3,positive,interessante,maio,2017
320,"No ambito do evento Beja romana podemos usufruir duma visita guiada ao museu, focada essencialmente sobre a ocupacao romana. O funcionario que nos acompanhou mostrou ser conhecedor do assunto e teve sempre uma resposta  para as nossas questoes, foi 5 estrelas.",3,positive,especialmente,outubro,2017
321,Um lugar de riqueza historica e beleza inconfundivel!,3,negative,Domingo nao pagamos,setembro,2017
322,Entramos por curiosidade e ficamos deslumbrados com a riqueza historica deste Convento!,3,positive,nao pagamos entrada,setembro,2017
323,Iremos certamente voltar.,3,positive,Domingo nao,setembro,2017
324,Visita surprendente,3,positive,pagamos entrada,setembro,2017
325,"Nao conhecia este Museu e fiquei francamente surpreendido, vou tentar voltar com visita guiada para melhor conhecer esta preciosidade.",3,positive,nao pagamos,setembro,2017
326,Visitar o museu e a janela da Mariana Alcoforado,3,positive,Domingo,setembro,2017
327,"Se for a Beja, visite este museu e desfrute da colecao de ajuleijos, e da magnitude dos altares da capela. Nao deixe de ver a janela da soror Mariana Alcoforado de onde escreveu as cartas de amor.",3,positive,entrada,agosto,2017
328,Lindo por fora e por dentro,3,positive,nao,agosto,2017
329,"Este museu instalado no Convento de Nossa Senhora da Conceicao em que a igreja e revestida a talha dourada, tem um lindo claustro e guarda coleccoes de arqueologia, azulejaria, pintura e arte sacra.",3,negative,pagamos,agosto,2017
330,Historia,3,positive,carece de actualizacao,setembro,2016
331,"Em conjunto com o Castelo, o Museu faz parte das visitas obrigatorias na cidade de Beja. Tanto por fora como por dentro, e um edificio cheio de historia.",3,positive,duvida que carece,agosto,2017
332,Muito agradavel - Portugal no seu melhor,3,negative,actualizacao,agosto,2017
333,PORTUGAL E UM PAIS ENORME..... orgulho de ser portugues .,3,negative,duvida,julho,2017
334,Conhecer Beja,3,positive,carece,julho,2017
335,"Visita agradavel, muito bem arranjado e limpo, sitio onde se encontra pecas de arte sacra com muita historia.",3,negative,obrigatorio,junho,2017
336,Acervo cultural enorme!,3,positive,historicos da cidade,abril,2017
337,"Para os amantes de historia, particularmente de quadros e achados arqueologicos, e uma visita que recomendo, mesmo.",3,positive,locais mais bonitos,outubro,2016
338,"Tudo bem conversado, estimado, e bem descrito para que os visitantes leiam e entendam o que estao a visitar.",3,positive,bonitos e historicos,novembro,2016
339,Uma joia imperdivel em Beja,3,positive,cidade,outubro,2016
340,"Fundado por ordem dos primeiros Duques de Beja, pais de D. Manuel, foi um dos mais ricos conventos do Sul. Capela rococo com madeira cromada do sec. XVII e XVIII que nos deixa sem palavras durante uns minutos; um altar de mosaico florentino belissimo. Uma colecao de pintura da escola portuguesa e espanhola maravilhosa com destaque para a obra Ecce Homo. Os azulejos sao interessantissimos. Ver a porta de Mertola, por onde Mariana Alcoforado via o seu amor, alvo de uma paixao avassaladora que produziu as Lettres Portugaise, marco da Literatura internacional.",3,positive,envolvente interessante,agosto,2016
341,Visita necessaria.,3,negative,zona historica,agosto,2016
342,Comece sua visita por Beja por este museu. Acredito ser a melhor atraccao na regiao! O interior do predio e uma obra de arte que rende fotos maravilhosas!,3,positive,locais,agosto,2016
343,A necessitar de se modernizar,3,negative,bonitos,agosto,2016
344,"Museu pequeno mas com um espolio interessante. Necessita de obras de intervencao de modo a tornar-se mais interactivo e comodo para quem o visita. Nao existem, so para dar um exemplo, legendas ou explicacoes na maior parte dos itens e as que existem estao so em Portugues, impossibilitando deste modo a visita por parte de turistas estrangeiros.",3,negative,historicos,agosto,2016
345,Se comprarem a entrada no museu de arte visigotica (proximo do Castelo) podem visitar este museu gratuitamente.,3,negative,interessante,abril,2016
346,Um museu sem nada de espectacular,3,negative,historica,julho,2016
347,Um museu sem nada de espectacular.,3,negative,Ideal,julho,2016
348,"Na verdade, o principal foco de interesse sao mesmo os azulejos.",3,positive,envolvente,junho,2016
349,"Em todo o caso a visita e um pouco secante, sobretudo para criancas.",3,positive,zona,setembro,2015
350,Museu com vida,3,positive,passeio,junho,2016
351,A minha visita ao museu inseriu-se num evento que se integrava nas Palavras Andarilhas e foi excelente porque assim tive oportunidade de visitar o Museu para alem de ainda comprar alguns doces conventuais.,3,positive,VISITAR APESAR,maio,2016
